element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
He,1,"=""""","=""""","=""1742.235330""","=""0.000009""","=""""","=""2.4659e+05""",AAA,"=""[191217.0383609]""","=""[196955.223920571]""","=""1s.4p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1742.237536""","=""0.000009""","=""""","=""1.0275e+05""",AAA,"=""[191217.0473571]""","=""[196955.225652215]""","=""1s.4p""","=""3P*""","=""1""","=""1s.9d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1742.238027""","=""0.000009""","=""""","=""1.8493e+05""",AAA,"=""[191217.0473571]""","=""[196955.224035287]""","=""1s.4p""","=""3P*""","=""1""","=""1s.9d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1742.271034""","=""0.000009""","=""""","=""1.3699e+05""",AAA,"=""[191217.1576834]""","=""[196955.225652215]""","=""1s.4p""","=""3P*""","=""0""","=""1s.9d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1744.960751""","=""0.000011""","=""""","=""8.5957e+04""",AAA,"=""[190298.110654]""","=""[196027.3338587]""","=""1s.4s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""0""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1744.966789""","=""0.000011""","=""""","=""8.5957e+04""",AAA,"=""[190298.110654]""","=""[196027.3140350]""","=""1s.4s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1744.967281""","=""0.000011""","=""""","=""8.5957e+04""",AAA,"=""[190298.110654]""","=""[196027.3124205]""","=""1s.4s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1747.689589""","=""0.000009""","=""""","=""1.7528e+04""",AAA,"=""[191492.7093035]""","=""[197212.986924548]""","=""1s.4p""","=""1P*""","=""1""","=""1s.10d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1757.189012""","=""0.000009""","=""""","=""1.3922e+05""",AAA,"=""[191492.7093035]""","=""[197182.0629406]""","=""1s.4p""","=""1P*""","=""1""","=""1s.10s""","=""1S""","=""0""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1765.935818""","=""0.000011""","=""""","=""1.0661e+05""",AAA,"=""[190940.223749]""","=""[196601.39764087]""","=""1s.4s""","=""1S""","=""0""","=""1s.8p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1771.012356""","=""0.000009""","=""""","=""1.3193e+05""",AAA,"=""[191217.0383609]""","=""[196861.9847334]""","=""1s.4p""","=""3P*""","=""2""","=""1s.9s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1771.015178""","=""0.000009""","=""""","=""7.9160e+04""",AAA,"=""[191217.0473571]""","=""[196861.9847334]""","=""1s.4p""","=""3P*""","=""1""","=""1s.9s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1771.049792""","=""0.000009""","=""""","=""2.6387e+04""",AAA,"=""[191217.1576834]""","=""[196861.9847334]""","=""1s.4p""","=""3P*""","=""0""","=""1s.9s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1813.321262""","=""0.000009""","=""""","=""1.9866e+04""",AAA,"=""[191446.45313936]""","=""[196959.69020989]""","=""1s.4d""","=""1D""","=""2""","=""1s.9p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1813.903812""","=""0.000009""","=""""","=""7.884e+03""",AA,"=""[191444.47832914]""","=""[196955.944780980]""","=""1s.4d""","=""3D""","=""3""","=""1s.9f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1813.904207""","=""0.000009""","=""""","=""6.028e+04""",AA,"=""[191444.47952984]""","=""[196955.944780980]""","=""1s.4d""","=""3D""","=""2""","=""1s.9f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1813.904207""","=""0.000009""","=""""","=""1.3874e+03""",AAA,"=""[191444.47832914]""","=""[196955.943578608]""","=""1s.4d""","=""3D""","=""3""","=""1s.9f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1813.904456""","=""0.000009""","=""""","=""3.1216e+05""",AAA,"=""[191444.47832914]""","=""[196955.942822912]""","=""1s.4d""","=""3D""","=""3""","=""1s.9f""","=""3F*""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1813.904592""","=""0.000009""","=""""","=""2.6801e+04""",AAA,"=""[191444.47832914]""","=""[196955.942410380]""","=""1s.4d""","=""3D""","=""3""","=""1s.9f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1813.904602""","=""0.000009""","=""""","=""4.8552e+04""",AAA,"=""[191444.47952984]""","=""[196955.943578608]""","=""1s.4d""","=""3D""","=""2""","=""1s.9f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1813.904987""","=""0.000009""","=""""","=""2.1720e+05""",AAA,"=""[191444.47952984]""","=""[196955.942410380]""","=""1s.4d""","=""3D""","=""2""","=""1s.9f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1813.910697""","=""0.000009""","=""""","=""2.6221e+05""",AAA,"=""[191444.49804915]""","=""[196955.943578608]""","=""1s.4d""","=""3D""","=""1""","=""1s.9f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1814.553984""","=""0.000009""","=""""","=""2.4356e+05""",AAA,"=""[191446.45313936]""","=""[196955.944780980]""","=""1s.4d""","=""1D""","=""2""","=""1s.9f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1814.554765""","=""0.000009""","=""""","=""6.804e+04""",AA,"=""[191446.45313936]""","=""[196955.942410380]""","=""1s.4d""","=""1D""","=""2""","=""1s.9f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1816.309979""","=""0.000009""","=""""","=""2.239e+03""",AA,"=""[191451.871342758]""","=""[196956.036454750]""","=""1s.4f""","=""3F*""","=""3""","=""1s.9g""","=""1G""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1816.310075""","=""0.000009""","=""""","=""1.1702e+04""",AAA,"=""[191451.871342758]""","=""[196956.036162761]""","=""1s.4f""","=""3F*""","=""3""","=""1s.9g""","=""3G""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1816.310374""","=""0.000009""","=""""","=""2.1797e+05""",AAA,"=""[191451.871342758]""","=""[196956.035257094]""","=""1s.4f""","=""3F*""","=""3""","=""1s.9g""","=""3G""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1816.312335""","=""0.000009""","=""""","=""6.877e+03""",AA,"=""[191451.878482501]""","=""[196956.036454750]""","=""1s.4f""","=""3F*""","=""4""","=""1s.9g""","=""1G""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1816.312431""","=""0.000009""","=""""","=""2.9248e+02""",AAA,"=""[191451.878482501]""","=""[196956.036162761]""","=""1s.4f""","=""3F*""","=""4""","=""1s.9g""","=""3G""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1816.312573""","=""0.000009""","=""""","=""2.2931e+05""",AAA,"=""[191451.878482501]""","=""[196956.035730957]""","=""1s.4f""","=""3F*""","=""4""","=""1s.9g""","=""3G""","=""5""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1816.312730""","=""0.000009""","=""""","=""7.4545e+03""",AAA,"=""[191451.878482501]""","=""[196956.035257094]""","=""1s.4f""","=""3F*""","=""4""","=""1s.9g""","=""3G""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1816.315275""","=""0.000009""","=""""","=""2.1059e+05""",AAA,"=""[191451.887100873]""","=""[196956.036162761]""","=""1s.4f""","=""3F*""","=""2""","=""1s.9g""","=""3G""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1816.317737""","=""0.000009""","=""""","=""2.2019e+05""",AAA,"=""[191451.894854811]""","=""[196956.036454750]""","=""1s.4f""","=""1F*""","=""3""","=""1s.9g""","=""1G""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1816.317834""","=""0.000009""","=""""","=""6.725e+03""",AA,"=""[191451.894854811]""","=""[196956.036162761]""","=""1s.4f""","=""1F*""","=""3""","=""1s.9g""","=""3G""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1816.318133""","=""0.000009""","=""""","=""3.886e+03""",AA,"=""[191451.894854811]""","=""[196956.035257094]""","=""1s.4f""","=""1F*""","=""3""","=""1s.9g""","=""3G""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1816.504795""","=""0.000009""","=""""","=""1.590e+03""",AA,"=""[191451.871342758]""","=""[196955.446144507]""","=""1s.4f""","=""3F*""","=""3""","=""1s.9d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1816.512555""","=""0.000009""","=""""","=""2.8661e+03""",AAA,"=""[191451.894854811]""","=""[196955.446144507]""","=""1s.4f""","=""1F*""","=""3""","=""1s.9d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1816.578107""","=""0.000009""","=""""","=""2.5752e+03""",AAA,"=""[191451.871342758]""","=""[196955.224035287]""","=""1s.4f""","=""3F*""","=""3""","=""1s.9d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1816.578145""","=""0.000009""","=""""","=""2.2671e+02""",AAA,"=""[191451.871342758]""","=""[196955.223920571]""","=""1s.4f""","=""3F*""","=""3""","=""1s.9d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1816.580502""","=""0.000009""","=""""","=""4.1309e+03""",AAA,"=""[191451.878482501]""","=""[196955.223920571]""","=""1s.4f""","=""3F*""","=""4""","=""1s.9d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1816.582775""","=""0.000009""","=""""","=""4.4981e+03""",AAA,"=""[191451.887100873]""","=""[196955.225652215]""","=""1s.4f""","=""3F*""","=""2""","=""1s.9d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1816.583309""","=""0.000009""","=""""","=""4.9975e+02""",AAA,"=""[191451.887100873]""","=""[196955.224035287]""","=""1s.4f""","=""3F*""","=""2""","=""1s.9d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1816.585868""","=""0.000009""","=""""","=""1.423e+03""",AA,"=""[191451.894854811]""","=""[196955.224035287]""","=""1s.4f""","=""1F*""","=""3""","=""1s.9d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1816.585906""","=""0.000009""","=""""","=""1.303e+02""",AA,"=""[191451.894854811]""","=""[196955.223920571]""","=""1s.4f""","=""1F*""","=""3""","=""1s.9d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
H,1,"=""1817.424""","=""0.004""","=""1817.4141""","=""0.0020""","=""2800""","=""7.4593e+04""",AAA,"=""102823.904""","=""108324.7253""","=""4""","=""""","=""""","=""9""","=""""","=""""",,"=""T8637""","=""L7421c31""",
He,1,"=""""","=""""","=""1820.714308""","=""0.000009""","=""""","=""3.2453e+04""",AAA,"=""[191444.47832914]""","=""[196935.32881198]""","=""1s.4d""","=""3D""","=""3""","=""1s.9p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1820.714457""","=""0.000009""","=""""","=""2.8972e+04""",AAA,"=""[191444.47952984]""","=""[196935.32956383]""","=""1s.4d""","=""3D""","=""2""","=""1s.9p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1820.714706""","=""0.000009""","=""""","=""5.7943e+03""",AAA,"=""[191444.47952984]""","=""[196935.32881198]""","=""1s.4d""","=""3D""","=""2""","=""1s.9p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1820.717535""","=""0.000009""","=""""","=""3.8634e+04""",AAA,"=""[191444.49804915]""","=""[196935.33880189]""","=""1s.4d""","=""3D""","=""1""","=""1s.9p""","=""3P*""","=""0""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1820.720598""","=""0.000009""","=""""","=""9.6585e+03""",AAA,"=""[191444.49804915]""","=""[196935.32956383]""","=""1s.4d""","=""3D""","=""1""","=""1s.9p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1820.720847""","=""0.000009""","=""""","=""3.8634e+02""",AAA,"=""[191444.49804915]""","=""[196935.32881198]""","=""1s.4d""","=""3D""","=""1""","=""1s.9p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1830.084512""","=""0.000009""","=""""","=""2.4289e+05""",AAA,"=""[191492.7093035]""","=""[196955.446144507]""","=""1s.4p""","=""1P*""","=""1""","=""1s.9d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1844.449867""","=""0.000010""","=""""","=""1.9477e+05""",AAA,"=""[191492.7093035]""","=""[196912.9000793]""","=""1s.4p""","=""1P*""","=""1""","=""1s.9s""","=""1S""","=""0""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1855.557348""","=""0.000010""","=""1""","=""2.9630e+05""",AAA,"=""[186104.96409510]""","=""[191492.7093035]""","=""1s.3d""","=""1D""","=""2""","=""1s.4p""","=""1P*""","=""1""",,"=""T8636c73""","=""L366""",
Li,2,"=""""","=""""","=""1857.40""","=""0.05""","=""""","=""1.761e+06""",AA,"=""[592503.22]""","=""[597885.61]""","=""1s.5d""","=""3D""","=""2""","=""1s.6f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1857.63""","=""0.05""","=""""","=""2.333e+05""",AA,"=""[592503.88]""","=""[597885.61]""","=""1s.5d""","=""3D""","=""3""","=""1s.6f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1857.63""","=""0.08""","=""""","=""9.7012e+06""",AAA,"=""[592502.83]""","=""[597884.56]""","=""1s.5d""","=""3D""","=""1""","=""1s.6f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1857.77""","=""0.05""","=""""","=""1.7962e+06""",AAA,"=""[592503.22]""","=""[597884.56]""","=""1s.5d""","=""3D""","=""2""","=""1s.6f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1857.77""","=""0.05""","=""""","=""8.5053e+06""",AAA,"=""[592503.22]""","=""[597884.56]""","=""1s.5d""","=""3D""","=""2""","=""1s.6f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1857.99""","=""0.05""","=""""","=""5.1329e+04""",AAA,"=""[592503.88]""","=""[597884.56]""","=""1s.5d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1857.99""","=""0.05""","=""""","=""1.0499e+06""",AAA,"=""[592503.88]""","=""[597884.56]""","=""1s.5d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1857.99""","=""0.05""","=""""","=""1.1549e+07""",AAA,"=""[592503.88]""","=""[597884.56]""","=""1s.5d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1858.911523""","=""0.000010""","=""""","=""9.7398e+03""",AAA,"=""[191217.0383609]""","=""[196595.062062489]""","=""1s.4p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1858.912319""","=""0.000010""","=""""","=""8.7651e+04""",AAA,"=""[191217.0383609]""","=""[196595.059759543]""","=""1s.4p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1858.912375""","=""0.000010""","=""""","=""3.5063e+05""",AAA,"=""[191217.0383609]""","=""[196595.059597060]""","=""1s.4p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1858.914632""","=""0.000010""","=""""","=""1.4610e+05""",AAA,"=""[191217.0473571]""","=""[196595.062062489]""","=""1s.4p""","=""3P*""","=""1""","=""1s.8d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1858.915428""","=""0.000010""","=""""","=""2.6296e+05""",AAA,"=""[191217.0473571]""","=""[196595.059759543]""","=""1s.4p""","=""3P*""","=""1""","=""1s.8d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1858.952767""","=""0.000010""","=""""","=""1.9480e+05""",AAA,"=""[191217.1576834]""","=""[196595.062062489]""","=""1s.4p""","=""3P*""","=""0""","=""1s.8d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1860.98""","=""0.06""","=""""","=""9.5706e+06""",AAA,"=""[592513.56]""","=""[597885.61]""","=""1s.5d""","=""1D""","=""2""","=""1s.6f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1861.34""","=""0.06""","=""""","=""2.901e+02""",AA,"=""[592513.56]""","=""[597884.56]""","=""1s.5d""","=""1D""","=""2""","=""1s.6f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1861.34""","=""0.06""","=""""","=""1.998e+06""",AA,"=""[592513.56]""","=""[597884.56]""","=""1s.5d""","=""1D""","=""2""","=""1s.6f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1864.32""","=""0.06""","=""""","=""1.320e+05""",AA,"=""[592519.24]""","=""[597881.65]""","=""1s.5f""","=""3F*""","=""3""","=""1s.6d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1864.67""","=""0.06""","=""""","=""5.0019e+05""",AAA,"=""[592520.24]""","=""[597881.65]""","=""1s.5f""","=""1F*""","=""3""","=""1s.6d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1866.38""","=""0.05""","=""""","=""1.4559e+03""",AAA,"=""[592519.24]""","=""[597875.73]""","=""1s.5f""","=""3F*""","=""2""","=""1s.6d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1866.38""","=""0.05""","=""""","=""3.9841e+04""",AAA,"=""[592519.24]""","=""[597875.73]""","=""1s.5f""","=""3F*""","=""3""","=""1s.6d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1866.38""","=""0.05""","=""""","=""5.8964e+05""",AAA,"=""[592519.24]""","=""[597875.73]""","=""1s.5f""","=""3F*""","=""4""","=""1s.6d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1866.61""","=""0.05""","=""""","=""7.1326e+04""",AAA,"=""[592519.24]""","=""[597875.07]""","=""1s.5f""","=""3F*""","=""2""","=""1s.6d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1866.61""","=""0.05""","=""""","=""4.5215e+05""",AAA,"=""[592519.24]""","=""[597875.07]""","=""1s.5f""","=""3F*""","=""3""","=""1s.6d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1866.73""","=""0.05""","=""""","=""1.111e+04""",AA,"=""[592520.24]""","=""[597875.73]""","=""1s.5f""","=""1F*""","=""3""","=""1s.6d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1866.75""","=""0.08""","=""""","=""6.4204e+05""",AAA,"=""[592519.24]""","=""[597874.68]""","=""1s.5f""","=""3F*""","=""2""","=""1s.6d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1866.96""","=""0.05""","=""""","=""1.185e+05""",AA,"=""[592520.24]""","=""[597875.07]""","=""1s.5f""","=""1F*""","=""3""","=""1s.6d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1868.525966""","=""0.000009""","=""""","=""5.611e+05""",AA,"=""[186101.54358476]""","=""[191451.894854811]""","=""1s.3d""","=""3D""","=""3""","=""1s.4f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1868.526842""","=""0.000009""","=""""","=""4.294e+06""",AA,"=""[186101.54609533]""","=""[191451.894854811]""","=""1s.3d""","=""3D""","=""2""","=""1s.4f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""1868.534""","=""""","=""1868.528674""","=""0.000009""","=""500*""","=""6.1502e+04""",AAA,"=""[186101.54358476]""","=""[191451.887100873]""","=""1s.3d""","=""3D""","=""3""","=""1s.4f""","=""3F*""","=""2""",,"=""T8636c73""","=""L885""",
He,1,"=""1868.534""","=""""","=""1868.529550""","=""0.000009""","=""500*""","=""2.1521e+06""",AAA,"=""[186101.54609533]""","=""[191451.887100873]""","=""1s.3d""","=""3D""","=""2""","=""1s.4f""","=""3F*""","=""2""",,"=""T8636c73""","=""L885""",
He,1,"=""1868.534""","=""""","=""1868.531683""","=""0.000009""","=""500*""","=""1.3838e+07""",AAA,"=""[186101.54358476]""","=""[191451.878482501]""","=""1s.3d""","=""3D""","=""3""","=""1s.4f""","=""3F*""","=""4""",,"=""T8636c73""","=""L885""",
He,1,"=""1868.534""","=""""","=""1868.534177""","=""0.000009""","=""500*""","=""9.7644e+05""",AAA,"=""[186101.54358476]""","=""[191451.871342758]""","=""1s.3d""","=""3D""","=""3""","=""1s.4f""","=""3F*""","=""3""",,"=""T8636c73""","=""L885""",
He,1,"=""1868.534""","=""""","=""1868.535054""","=""0.000009""","=""500*""","=""8.0071e+06""",AAA,"=""[186101.54609533]""","=""[191451.871342758]""","=""1s.3d""","=""3D""","=""2""","=""1s.4f""","=""3F*""","=""3""",,"=""T8636c73""","=""L885""",
He,1,"=""""","=""""","=""1868.544986""","=""0.000009""","=""""","=""1.1624e+07""",AAA,"=""[186101.59029341]""","=""[191451.887100873]""","=""1s.3d""","=""3D""","=""1""","=""1s.4f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""1869.723""","=""""","=""1869.721290""","=""0.000009""","=""200""","=""8.9780e+06""",AAA,"=""[186104.96409510]""","=""[191451.894854811]""","=""1s.3d""","=""1D""","=""2""","=""1s.4f""","=""1F*""","=""3""",,"=""T8636c73""","=""L885""",
He,1,"=""""","=""""","=""1869.724002""","=""0.000009""","=""""","=""5.235e+02""",AA,"=""[186104.96409510]""","=""[191451.887100873]""","=""1s.3d""","=""1D""","=""2""","=""1s.4f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1869.729512""","=""0.000009""","=""""","=""4.852e+06""",AA,"=""[186104.96409510]""","=""[191451.871342758]""","=""1s.3d""","=""1D""","=""2""","=""1s.4f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1840.0""","=""1.7""","=""""","=""1.869e+02""",AA,"=""[592503.22]""","=""[597936.4]""","=""1s.5d""","=""3D""","=""2""","=""1s.6p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
H,1,"=""""","=""""","=""1875.068381""","=""0.000010""","=""""","=""5.8647e+06""",AAA,"=""97492.211200""","=""102823.894250""","=""3p""","=""2P*""","=""1/2""","=""4d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""1875.072050""","=""0.000010""","=""""","=""3.0650e+06""",AAA,"=""97492.221701""","=""102823.8943175""","=""3s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
